Unique ID;Date;Alcaldia;CP;Gender;Age;open_answer1;open_answer_2;Type of facility ;Professional Title;Type of facility ;auto code confidence;auto coded category 1;auto coded category 2
23200175;44904;Álvaro Obregón;4909;Diverso;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,620058908;GUARDERIAS;
23200176;44853;Tláhuac;14700;Mujer;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,265211715;MEJORESSUELDOS;
23200177;44878;Tláhuac;14659;Prefiere no contestar;18-19;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,009285958;TRANSPORTESEGURO;
23200178;44610;Cuajimalpa de Morelos;7939;Prefiere no contestar;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,868321762;ESCUELAS DE TIEMPO COMPLETO;
23200179;44582;La Magdalena Contreras;13273;Diverso;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,425525896;TRANSPORTESEGURO;
23200180;44812;Milpa Alta;14429;Diverso;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,066457853;SUBSIDIOS;
23200181;44774;Azcapotzalco;5348;Mujer;75-79;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,70962538;HABILIDADESDIGITALES;
23200182;44756;Tlalpan;0;Prefiere no contestar;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,975267014;ESCUELAS DE TIEMPO COMPLETO;
23200183;44590;Coyoacán;7860;Diverso;45-49;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,008670718;ESCUELAS DE TIEMPO COMPLETO;
23200184;44646;Álvaro Obregón;2020;Mujer;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,043256717;TRANSPORTESEGURO;
23200185;44723;Cuauhtémoc;7109;Diverso;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,120812816;SERVICIOSCONFIABLES;
23200186;44869;Coyoacán;7300;Prefiere no contestar;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,049043648;MEJORESSUELDOS;
23200187;44593;Azcapotzalco;5379;Diverso;35-39;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,242878947;TRANSFERENCIASMONETARIAS;
23200188;44906;Iztapalapa;12110;Mujer;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,254630207;SERVICIOSCONFIABLES;
23200189;44726;Cuauhtémoc;7119;Diverso;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,204544057;MEJORESSUELDOS;
23200190;44686;Coyoacán;7650;Diverso;40-44;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,219578228;MEJORESSUELDOS;
23200191;44589;Iztacalco;9359;Prefiere no contestar;18-19;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,070371374;FLEXIBILIDADLABORAL;
23200192;44728;Milpa Alta;14476;Mujer;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,290145198;HARDWARE;
23200193;44708;Cuauhtémoc;7149;Diverso;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,085837924;MEJORESSUELDOS;
23200194;44758;La Magdalena Contreras;13450;Diverso;20-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,354077027;HARDWARE;
23200195;44641;Miguel Hidalgo;14320;Mujer;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,6408849;SUBSIDIOS;
23200196;44798;Milpa Alta;14430;Prefiere no contestar;30-34;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,143076392;SUBSIDIOS;
23200197;44810;Benito Juárez;6900;Diverso;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,310874848;GUARDERIAS;
23200198;44592;La Magdalena Contreras;13315;Mujer;25-29;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,535263343;GUARDERIAS;
23200199;44877;Cuajimalpa de Morelos;7919;Mujer;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,82122268;TRANSFERENCIASMONETARIAS;
23200200;44907;Álvaro Obregón;2050;Prefiere no contestar;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,429880344;MEJORESSUELDOS;
23200201;44649;Coyoacán;7840;Prefiere no contestar;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,878297217;GUARDERIAS;
23200202;44832;Benito Juárez;6700;Mujer;40-44;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,990344882;GUARDERIAS;
23200203;44657;Álvaro Obregón;2440;Diverso;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,570822265;FLEXIBILIDADLABORAL;
23200204;44878;Benito Juárez;6430;Prefiere no contestar;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,036306787;TRANSFERENCIASMONETARIAS;
23200205;44761;Tlalpan;16520;Mujer;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,832213839;MEJORESSUELDOS;
23200206;44725;Benito Juárez;7680;Mujer;65-69;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,214874606;FLEXIBILIDADLABORAL;
23200207;44679;Azcapotzalco;4010;Mujer;25-29;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,55858347;CONECTIVIDADINTERNET;
23200208;44865;Xochimilco;0;Mujer;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,210325126;MEJORESSUELDOS;
23200209;44826;La Magdalena Contreras;14020;Mujer;25-29;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,079787026;ESCUELAS DE TIEMPO COMPLETO;
23200210;44784;Iztacalco;9880;Prefiere no contestar;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,03819824;SUBSIDIOS;
23200211;44813;Coyoacán;7920;Diverso;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,129895363;CONECTIVIDADINTERNET;
23200212;44753;Iztacalco;9940;Diverso;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,714885648;TRANSFERENCIASMONETARIAS;
23200213;44609;Iztapalapa;11450;Diverso;60-64;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,752620396;GUARDERIAS;
23200214;44663;La Magdalena Contreras;13508;Mujer;75-79;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,080749173;FLEXIBILIDADLABORAL;
23200215;44600;Tláhuac;15310;Prefiere no contestar;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,352598331;SERVICIOSCONFIABLES;
23200216;44828;Tláhuac;15310;Diverso;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,297169137;TRANSPORTESEGURO;
23200217;44905;Xochimilco;0;Diverso;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,340988355;MEJORESSUELDOS;
23200218;44885;Coyoacán;7310;Mujer;35-39;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,284367657;HABILIDADESDIGITALES;
23200219;44715;Xochimilco;0;Mujer;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,10600109;SERVICIOSCONFIABLES;
23200220;44650;Benito Juárez;7720;Mujer;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,323978475;MEJORESSUELDOS;
23200221;44682;La Magdalena Contreras;13540;Diverso;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,468437133;SUBSIDIOS;
23200222;44766;Cuauhtémoc;8020;Mujer;15-17;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,684142256;TRANSPORTESEGURO;
23200223;44814;Coyoacán;7456;Diverso;90 and older;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,377968786;TRANSFERENCIASMONETARIAS;
23200224;44775;Coyoacán;7960;Prefiere no contestar;45-49;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,354846722;CONECTIVIDADINTERNET;
23200225;44832;Tláhuac;16500;Prefiere no contestar;40-44;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,939930649;SUBSIDIOS;
23200226;44776;Xochimilco;0;Mujer;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,748692769;HARDWARE;
23200227;44569;Milpa Alta;14748;Prefiere no contestar;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,151599039;HABILIDADESDIGITALES;
23200228;44822;Iztacalco;10600;Prefiere no contestar;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,9640441;CONECTIVIDADINTERNET;
23200229;44748;Miguel Hidalgo;14310;Mujer;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,761183831;TRANSPORTESEGURO;
23200230;44772;Milpa Alta;14646;Diverso;45-49;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,579855335;GUARDERIAS;
23200231;44788;Iztacalco;10926;Prefiere no contestar;25-29;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,366904075;SERVICIOSCONFIABLES;
23200232;44739;Xochimilco;0;Prefiere no contestar;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,802944758;HARDWARE;
23200233;44703;Iztapalapa;11300;Mujer;45-49;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,440920112;GUARDERIAS;
23200234;44605;Milpa Alta;14710;Mujer;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,622616518;TRANSFERENCIASMONETARIAS;
23200235;44743;Iztacalco;10840;Mujer;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,138185466;HABILIDADESDIGITALES;
23200236;44831;Iztacalco;10820;Diverso;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,083723235;SERVICIOSCONFIABLES;
23200237;44628;Coyoacán;7290;Diverso;70-74;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,802553438;GUARDERIAS;
23200238;44755;Miguel Hidalgo;14440;Mujer;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,724479619;HARDWARE;
23200239;44592;Tláhuac;16550;Mujer;20-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,827536744;FLEXIBILIDADLABORAL;
23200240;44706;Tláhuac;16500;Prefiere no contestar;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,894885723;TRANSFERENCIASMONETARIAS;
23200241;44609;Iztapalapa;12910;Diverso;50-54;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,569529391;MEJORESSUELDOS;
23200242;44856;Xochimilco;0;Diverso;18-19;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,466553975;HABILIDADESDIGITALES;
23200243;44803;Benito Juárez;7840;Diverso;80-84;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,645210916;CONECTIVIDADINTERNET;
23200244;44582;Iztapalapa;12200;Prefiere no contestar;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,642064569;ESCUELAS DE TIEMPO COMPLETO;
23200245;44906;Coyoacán;7920;Prefiere no contestar;45-49;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,897106182;TRANSFERENCIASMONETARIAS;
23200246;44832;Cuajimalpa de Morelos;8610;Mujer;85-89;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,828497975;SERVICIOSCONFIABLES;
23200247;44785;Milpa Alta;15430;Prefiere no contestar;45-49;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,635965278;FLEXIBILIDADLABORAL;
23200248;44741;Álvaro Obregón;2870;Diverso;20-21;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,820034777;MEJORESSUELDOS;
23200249;44755;Coyoacán;7440;Mujer;20-24;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,219630512;ESCUELAS DE TIEMPO COMPLETO;
23200250;44771;Tláhuac;15980;Diverso;25-29;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,338691496;TRANSPORTESEGURO;
23200251;44568;Coyoacán;7450;Mujer;40-44;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,380820487;HARDWARE;
23200252;44687;Tlalpan;16000;Diverso;35-39;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,463293534;GUARDERIAS;
23200253;44641;Xochimilco;0;Diverso;55-59;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,054991108;CONECTIVIDADINTERNET;
23200254;44836;Azcapotzalco;7630;Diverso;35-39;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,940188194;SUBSIDIOS;
23200255;44861;Álvaro Obregón;2470;Diverso;75-79;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;;;;0,684592015;MEJORESSUELDOS;
